RespondentID,dCountry,Country_ISO,Q45B,Q55,Q6,Q21_Gender,Q21_Age,Q30,Q31,Q42,Q62,WEIGHT,mainpropsec_web,mainpropdoc_web,reason_1_web,reason_2_web,reason_3_web,reason_4_web,reason_5_web,reason_6_web,reason_7_web,ISO_Alpha_2_code,ISO_Alpha_3_code,ISO_Numeric
1.00198E+13,198,XK,0,1,2,1,2,1,2,1,1,0.590416796,0,1,5,5,5,5,5,5,6,XK,RKS,9999
1.00198E+13,198,XK,0,1,1,2,3,4,2,1,1,1.264661841,0,1,5,5,5,5,5,5,6,XK,RKS,9999
1.00198E+13,198,XK,0,1,1,2,2,4,2,1,1,0.283894855,0,1,5,5,5,5,5,5,6,XK,RKS,9999
1.00198E+13,198,XK,1,1,1,2,2,4,3,3,1,0.283894855,1,1,1,2,2,2,2,2,6,XK,RKS,9999
1.00198E+13,198,XK,0,1,2,1,3,2,2,1,1,0.283894855,0,1,5,5,5,5,5,5,6,XK,RKS,9999
1.00198E+13,198,XK,0,1,1,1,1,1,3,1,1,1.205380425,0,1,5,5,5,5,5,5,6,XK,RKS,9999
1.00198E+13,198,XK,0,1,1,2,3,4,2,1,1,0.91237297,0,1,5,5,5,5,5,5,6,XK,RKS,9999
1.00198E+13,198,XK,0,1,1,2,3,3,2,3,0,0.358353062,0,1,5,5,5,5,5,5,6,XK,RKS,9999
1.00198E+13,198,XK,0,1,2,1,2,2,3,3,1,2.838948548,0,1,5,5,5,5,5,5,6,XK,RKS,9999
1.00198E+13,198,XK,0,1,1,2,2,3,1,1,1,0.358353062,0,1,5,5,5,5,5,5,6,XK,RKS,9999
1.00198E+13,198,XK,1,1,2,2,1,2,2,2,0,0.685113384,1,2,1,2,2,2,2,2,6,XK,RKS,9999
1.00198E+13,198,XK,0,1,2,1,2,4,1,1,1,1.72652649,0,1,5,5,5,5,5,5,6,XK,RKS,9999
1.00198E+13,198,XK,0,2,1,1,3,4,2,2,1,0.605256366,0,2,5,5,5,5,5,5,6,XK,RKS,9999
1.00198E+13,198,XK,0,1,1,2,2,4,2,3,0,1.162867246,0,2,5,5,5,5,5,5,6,XK,RKS,9999
1.00198E+13,198,XK,0,1,2,2,3,4,2,1,1,0.876531692,0,1,5,5,5,5,5,5,6,XK,RKS,9999
1.00198E+13,198,XK,0,1,1,1,3,1,3,1,1,0.545817398,0,1,5,5,5,5,5,5,6,XK,RKS,9999
1.00198E+13,198,XK,0,1,2,2,3,4,2,1,1,0.283894855,0,1,5,5,5,5,5,5,6,XK,RKS,9999
1.00198E+13,198,XK,0,3,1,2,2,4,2,1,1,0.515965625,0,3,5,5,5,5,5,5,6,XK,RKS,9999
1.00198E+13,198,XK,1,1,1,2,2,3,2,3,1,0.550774053,1,1,2,2,2,2,2,1,6,XK,RKS,9999
1.00198E+13,198,XK,0,1,1,1,1,1,3,3,1,1.814498183,0,1,5,5,5,5,5,5,6,XK,RKS,9999
1.00198E+13,198,XK,0,1,1,2,2,4,3,3,0,0.44536959,0,1,5,5,5,5,5,5,6,XK,RKS,9999
1.00198E+13,198,XK,0,1,1,1,3,4,1,1,1,0.400704531,0,1,5,5,5,5,5,5,6,XK,RKS,9999
